website,city,name,zip,started,accredited,bbb_url,phone,state,contact/0/contacts,contact/1/contacts,bbb_opened,email,alternates,rating,host_email/0,host_email/1,management/0/managers,entity_type,categories/0/categories,host_email/2,has_fb,contact/2/contacts,contact/3/contacts,contact/4/contacts,host_email/3,host_email/4,host_email/5,host_email/6,host_email/7,host_email/8,host_email/9,host_email/10,host_email/11,host_email/12,host_email/13,host_email/14,host_email/15,host_email/16,url,address,management/0/manager,management/1/manager,management/2/manager,management/3/manager,management/4/manager,management/5/manager,management/6/manager,management/7/manager,management/8/manager,categories/1/categories,categories/2/categories,categories/3/categories,categories/4/categories,categories/5/categories,categories/6/categories,categories/7/categories,management/9/manager,management/10/manager,management/11/manager,categories/8/categories,categories/9/categories,categories/10/categories,categories/11/categories,categories/12/categories,categories/13/categories,categories/14/categories,categories/15/categories,management/0/management,management/1/management,management/2/management,categories/16/categories,categories/17/categories,categories/18/categories,categories/19/categories,categories/20/categories,categories/21/categories,categories/22/categories,categories/23/categories,categories/24/categories,management/3/management,management/4/management,management/12/manager,management/13/manager,management/14/manager,categories/25/categories,categories/26/categories,categories/27/categories,categories/28/categories,categories/29/categories,categories/30/categories,categories/31/categories,categories/32/categories,categories/33/categories,categories/34/categories,categories/35/categories,categories/36/categories,management/15/manager,management/16/manager,management/17/manager,management/18/manager,management/5/management,categories/37/categories,host_email/17,management/6/management,management/7/management
http://www.lexelmoving.com/home.html,Waltham,"Lexel Moving, LLC",2452,7/8/14,2015,http://www.bbb.org/boston/business-reviews/movers/lexel-moving-llc-in-waltham-ma-140905,855-605-7755,MA,"Principal: Mr. Rostyslav Levener, Manager",,10-Jun-15,contact@lexelmoving.com,Moving,A-,contact@lexelmoving.com,,"Mr. Rostyslav Levener, Manager",Limited Liability Company (LLC),Used Household and Office Goods Moving (NAICS: 484210),,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.hopkinsandsons.com,New Castle,"Hopkins & Sons, Inc.",19720,,1980,http://www.bbb.org/delaware/business-reviews/movers/hopkins-sons-inc-in-new-castle-de-2010010,302-322-1017,DE,,,,NULL,,,,,,,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.fallonmoving.com,Windsor,"Fallon Moving & Storage, Inc.",6095,,2013,http://www.bbb.org/connecticut/business-reviews/moving-and-storage-company/fallon-moving-storage-inc-in-windsor-ct-38000160,860-298-7071,CT,,,,NULL,,,,,,,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.mashavrelocation.com,Beltsville,"Mashav Relocation, LLC",20705,2/18/09,2012,http://www.bbb.org/washington-dc-eastern-pa/business-reviews/movers/mashav-relocation-llc-in-beltsville-md-235984239,866-775-3121,MD,"Principal: Mr. Moshe Hodara, Member/Manager",,24-Aug-11,info@mashavrelocation.com,Moving tips - General,A+,info@mashavrelocation.com,arghya.d@cronyinfotech.com,Business incorporated 02/18/2009 in MD,Limited Liability Company (LLC),Movers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://avivmovers.com/,Waltham,Aviv Moving & Storage,2453,1/1/97,2002,http://www.bbb.org/boston/business-reviews/moving-and-storage-company/aviv-moving-storage-in-waltham-ma-73363,888-411-2848,MA,"Principal: Mr. Avraham Cohen, Office Manager",,5-Mar-02,avic@avivmovers.com,Moving,A+,,,"Mr. Avraham Cohen, Office Manager",The number is 1704655.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Clovis,"Cannon Moving & Storage, Inc.",88101,1/1/98,,http://www.bbb.org/new-mexico-southwest-colorado/business-reviews/movers/cannon-moving-storage-inc-in-clovis-nm-99132207,575-762-3949,NM,"Principal: Mr. Brett Lockmiller, Owner",,31-Aug-11,,,A+,,,Business incorporated 09/08/1983 in NM,The number is 33217.,Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.mountainmovingllc.net,Eaton,Mountain Moving,80615,1/1/93,2001,http://www.bbb.org/wyoming-and-northern-colorado/business-reviews/movers/mountain-moving-in-eaton-co-34020684,970-454-3362,CO,"Principal: Mr. Jeff Smith, Co-Owner","Customer Contact: Ms. Krista Smith, Co-Owner",26-Oct-01,mtnmoving@gmail.com,,A+,,,,Limited Liability Company (LLC),Relocation Companies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.jpmoving.com,Addison,"J&P Moving Service, Incorporated",60101,1/1/98,2015,http://www.bbb.org/chicago/business-reviews/movers/j-p-moving-service-incorporated-in-addison-il-87000067,773-583-3300,IL,"Principal: Mr. Peter West, President",,16-Sep-96,jpmoving@gmail.com,Chicago and All Surrounding Suburbs,A+,,,Business incorporated 12/17/1998 in IL,Corporation,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.morrismoving-storage.com,Stanton,Morris Moving & Storage Inc,90680,3/27/87,2015,http://www.bbb.org/sdoc/business-reviews/moving-and-storage-company/morris-moving-storage-inc-in-stanton-ca-13071102,714-898-7987,CA,"Principal: Mr. Robert Morris, President",,23-Oct-13,morrmov@aol.com,,A+,,,"Mr. Robert Morris, President",Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.atlasalb.com,Albuquerque,American Transportation Systems,87109,11/2/78,2007,http://www.bbb.org/new-mexico-southwest-colorado/business-reviews/movers/american-transportation-systems-in-albuquerque-nm-1261,505-345-8841,NM,"Principal: Mr. John Smelser, President","visa, discover, mastercard",13-Feb-95,NULL,,A+,,,"Mr. John Smelser, President",The number is 00676.,Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.discountmovers.com,San Diego,Discount Movers,92121,1/1/96,2003,http://www.bbb.org/sdoc/business-reviews/movers/discount-movers-in-san-diego-ca-10010943,858-490-0155,CA,"Principal: Mr. Jerry Berzanski, President",,2-Oct-97,quotes@discountmovers.com,,A+,,,"Mr. Jerry Berzanski, President",Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cinbbb.net/gibson_moving_services,Hamilton,Gibson Moving Services,45013,1/1/36,2010,http://www.bbb.org/cincinnati/business-reviews/movers/gibson-moving-services-in-hamilton-oh-10367,513-892-8371,OH,"Principal: Mr. Tim Gibson, Owner",,5-Oct-87,tjgibson51@gmail.com,,A+,,,"Mr. Tim Gibson, Owner",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.lexiconrelocation.com,Jacksonville,Lexicon Relocation,32207,1/1/93,2012,http://www.bbb.org/north-east-florida/business-reviews/relocation-service/lexicon-relocation-in-jacksonville-fl-235962237,904-858-1255,FL,"Customer Contact: Mr. Dan Keating, Senior VP of Sales","Principal: Mr. Michael Mancini, President/COO",23-Jul-12,information@lexiconrelocation.com,,A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.mvpmove.com,Kent,MVP Moving and Storage LLC,98032,4/1/14,2014,http://www.bbb.org/western-washington/business-reviews/movers/mvp-moving-and-storage-llc-in-kent-wa-22943655,425-255-1683,WA,"Principal: Mr. Erik Hawkins, Partner","Cash, Credit, Debit.",23-Apr-14,info@mvpmove.com,,A-,,,,,Limited Liability Company (LLC),,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.graebel.com,Fairfield,"Graebel Cincinnati Movers, Inc.",45014,1/1/84,2010,http://www.bbb.org/cincinnati/business-reviews/movers/graebel-cincinnati-movers-inc-in-fairfield-oh-3001391,513-874-4662,OH,"Principal: Ms. Susan Vance, General Manager",,13-May-91,NULL,,A,americasinfo@graebel.com,apacinfo@graebel.com,"Ms. Susan Vance, General Manager",Corporation,Movers,marcom@graebel.com,Facebook,,,,emeainfo@graebel.com,careers@graebel.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.wemovejax.com,Jacksonville,1st Choice Movers,32256,12/1/95,2014,http://www.bbb.org/north-east-florida/business-reviews/movers/1st-choice-movers-in-jacksonville-fl-9000266,904-731-7223,FL,"Principal: Mr. Dzevad Hasanbegovic, Vice President",,28-Sep-01,NULL,MOVING AND STORAGE,A+,,,Business incorporated 03/02/2001 in FL,The number is 23290.,Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.etransportationinc.com,San Diego,Efficient Transportation Inc,92116,4/15/13,2014,http://www.bbb.org/sdoc/business-reviews/moving-services-labor-and-materials/efficient-transportation-inc-in-san-diego-ca-172009853,858-490-2280,CA,"Principal: Ms. Natalia Silva, President",,4-Sep-14,info@etransportationinc.com,,B+,,,"Ms. Natalia Silva, President",Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.nowellmoving.com,Winchester,"G.R. Nowell and Son, Inc.",1890,3/1/28,2013,http://www.bbb.org/boston/business-reviews/movers/g-r-nowell-and-son-inc-in-winchester-ma-28420,781-729-1038,MA,"Principal: Mr. George R Nowell Sr., President",,1-Jan-44,info@nowellmoving.com,Moving,A+,,,"Mr. George R Nowell Sr., President",Corporation,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Louisville,"Sadler & Odle Movers, Inc.",40210,1/1/51,,http://www.bbb.org/louisville/business-reviews/movers/sadler-odle-movers-inc-in-louisville-ky-5592,502-778-4686,KY,"Customer Contact: Mr. Robert L. Sadler, Manager","Principal: Mr. Buddy Smith, Owner",1-Dec-79,,"Chappell Moving & Storage, Inc.",A+,,,Business under new ownership as of: 11/10/2014,Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.santafestoragellc.com/,Santa Fe,Santa Fe Storage & Moving,87507,10/1/08,2012,http://www.bbb.org/new-mexico-southwest-colorado/business-reviews/movers/santa-fe-storage-moving-in-santa-fe-nm-99130556,505-471-3434,NM,"Principal: Mr. Mike Alvarado, General Mgr.",,6-Jul-10,NULL,"Santa Fe Storage, LLC",A+,,,Business incorporated 12/19/2007 in NM,Corporation,Movers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.shermanmoving.com,Indianapolis,"Sherman Moving & Storage, Inc.",46227,1/19/32,1980,http://www.bbb.org/indy/business-reviews/movers/sherman-moving-storage-inc-in-indianapolis-in-20808,317-784-5462,IN,"Principal: Mr. Robert Sherman, President","Checks, Credit Cards and Cash",10-Oct-06,NULL,,A+,jasonsherman@shermanmoving.com,,"Mr. Robert Sherman, President",Corporation,"MOVING ASSISTANCE - PACKING, UNPACKING, ORGANIZING",,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.nocomovers.com,Estes Park,Watson Moving and Storage,80517,1/1/57,2010,http://www.bbb.org/wyoming-and-northern-colorado/business-reviews/movers/watson-moving-and-storage-in-estes-park-co-46010239,970-586-6683,CO,"Principal: Mr. Joel Gilliland, Owner",,1-Dec-06,watson@nocomovers.com,,A+,,,Business incorporated 05/16/2008 in CO,Limited Liability Company (LLC),Warehouses,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.bomsidaho.com,Boise,"Boise Office Moving & Storage, Inc.",83705,8/21/13,2014,http://www.bbb.org/snakeriver/business-reviews/movers/boise-office-moving-storage-inc-in-boise-id-1000017836,208-342-5566,ID,"Principal: Mr. Russell Papp, President",,7-May-14,NULL,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.rsvlmoving.com,Sacramento,Roseville Van & Storage Inc.,95842,7/23/04,2005,http://www.bbb.org/sacramento/business-reviews/moving-and-storage-company/roseville-van-storage-inc-in-sacramento-ca-28001043,916-349-1119,CA,"Principal: Mr. Nathan Fuller, President",,3-Aug-04,NULL,,A+,sales@rsvlmoving.com,,Business incorporated 06/23/2004 in CA,Corporation,Seniors Moving & Delivery Services,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.jaredsmoving.com,Santa Barbara,Jared's Moving and Piano Specialists,93101,2/1/98,2010,http://www.bbb.org/santa-barbara/business-reviews/movers/jared-s-moving-and-piano-specialists-in-santa-barbara-ca-92008570,805-453-2561,CA,"Customer Contact: Mr. Jared Sarley, Owner",,23-Aug-10,NULL,,A+,jaredpianos@yahoo.com,,,Corporation,PIANO & ORGAN MOVING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.johnsonmovingandstorage.com,Clinton,Johnson Moving & Storage Co.,20735,7/1/78,2015,http://www.bbb.org/washington-dc-eastern-pa/business-reviews/movers/johnson-moving-storage-co-in-clinton-md-10719,301-868-0320,MD,"Principal: Mr. Curtis Johnson, Owner","Principal: Mr. M C Johnson, President/CEO",19-Aug-99,jms778@live.com,Moving tips - General,A,,,,Sole Proprietorship,Movers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.eastwindmovers.com,Leesburg,Eastwind Movers Incorporated,20176,11/19/85,1997,http://www.bbb.org/washington-dc-eastern-pa/business-reviews/movers/eastwind-movers-incorporated-in-leesburg-va-7474,703-777-7333,VA,"Principal: Ms. Genoa Allen, President","Principal: Mr. Mark Allen, President",1-Jun-01,NULL,Moving tips - General,A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.libertymovingandstorage.com,West Wareham,"Liberty Moving & Storage, Inc.",2576,1/1/03,2006,http://www.bbb.org/boston/business-reviews/movers/liberty-moving-storage-inc-in-west-wareham-ma-28250,866-729-6683,MA,"Principal: Mr. Wayne Wertz, Vice President",,8-Mar-06,jplante@libertymovingandstorage.com,Moving,A+,,,"Mr. Wayne Wertz, Vice President",Corporation,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.olympiamoving.com,Alexandria,Olympia Moving & Storage,22310,2/19/96,2010,http://www.bbb.org/washington-dc-eastern-pa/business-reviews/moving-and-storage-company/olympia-moving-storage-in-alexandria-va-7002446,703-566-4391,VA,"Principal: Mr. Michael Gilmartin, President/CEO","Credit Card, Checks (personal checks for local moving services, certified checks for interstate moving services) and Cash.",20-May-01,info@olympiamoving.com,Moving tips - General,A+,bandkmovers@comcast.net,,"Mr. Michael Gilmartin, President/CEO",Corporation,Movers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.newgenerationmovers.com,Bridgewater,"New Generation Moving & Storage, LLC",2324,1/1/09,2012,http://www.bbb.org/boston/business-reviews/moving-and-storage-company/new-generation-moving-storage-llc-in-bridgewater-ma-125647,774-215-5099,MA,"Principal: Mr. Shaun E McCue Sr., Owner",,19-Oct-11,shaun.mccue@newgenerationmovers.com,Read Before You Sign,A+,shaun.mccue@newgenerationmovers.com,sales@newgenerationmovers.com,"Mr. Shaun E McCue Sr., Owner",Limited Liability Company (LLC),,kbradford_newgen@hotmail.com,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Columbus,Sanera Van Service,31903,10/1/85,,http://www.bbb.org/columbus-georgia/business-reviews/moving-services-labor-and-materials/sanera-van-service-in-columbus-ga-28000681,706-660-8090,GA,"Principal: Mr. Mariano Arenas, President",,26-Jul-94,saneravan@msn.com,,A+,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.hansenbros.com,Seattle,Hansen Bros. Moving & Storage,98133,01/01/1890,1985,http://www.bbb.org/western-washington/business-reviews/movers/hansen-bros-moving-storage-in-seattle-wa-500075,206-365-4454,WA,"Customer Contact: Mr. Dave Jedlicka, Quality Control Manger","Cash, checks, MasterCard, Visa",1-Jan-75,djedlicka@hansenbros.com,PortaBox Storage,A+,,,Business incorporated 07/08/1970 in WA,,Corporation,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://tlcmovingaz.com,Chandler,T.L.C. Movers,85225,5/7/01,2012,http://www.bbb.org/phoenix/business-reviews/movers/t-l-c-movers-in-chandler-az-1000024426,480-245-3379,AZ,"Principal: Mr. Jose M. Garcia, Owner",,28-Sep-12,tlc.movers2009@gmail.com,Moving,NR,josemanuel@tlcmovingaz.com,,,,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.alocalvan.com,Louisville,A LocalVan Moving & Storage,40299,6/14/00,2000,http://www.bbb.org/louisville/business-reviews/movers/a-localvan-moving-storage-in-louisville-ky-2029724,502-266-7777,KY,"Principal: Mr. Richard H. Ferguson, Co-Owner",,5-Dec-00,customerservice@alocalvan.com,"Mr. Richard H. Ferguson, Co-Owner",A+,,,"Mr. Richard H. Ferguson, Co-Owner",Corporation,MOVING SERVICES-LABOR & MATERIALS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.midwestmoving.com,Elk Grove Village,"Midwest Moving & Storage, Inc.",60007,8/1/83,2000,http://www.bbb.org/chicago/business-reviews/movers/midwest-moving-storage-inc-in-elk-grove-village-il-14005052,847-593-7201,IL,"Customer Contact: Mr. Tom Pera, General Manager",,10-Nov-88,info@midwestmoving.com,,A+,,,,,,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.peoplesmoving.net,Warwick,People's Moving & Storage,2886,1/1/01,2003,http://www.bbb.org/boston/business-reviews/movers/people-s-moving-storage-in-warwick-ri-106463,401-737-6000,RI,"Principal: Ms. Marie Romano, President",,1-Jan-01,jerilyn.peoples@yahoo.com,Read Before You Sign,A+,,,Business incorporated 07/14/2003 in RI,The number is 102576.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.towncountrymovers.com,Chester Sprgs,"Genco Enterprises, LLC",19425,6/1/96,2006,http://www.bbb.org/washington-dc-eastern-pa/business-reviews/movers/genco-enterprises-llc-in-chester-sprgs-pa-80000209,610-524-9099,PA,"Principal: Mr. Michael Delfra, President","Customer Contact: Ms. Terri Freitag, Office Manager",1-Oct-86,fusind@yahoo.com,Town And Country Moving And Storage,A+,,,"Mr. Michael Delfra, President",The number is Lic#MC-474605.,Limited Liability Company (LLC),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.mcwhites.com,Prescott Vly,McWhite's North American,86314,1/1/87,2013,http://www.bbb.org/phoenix/business-reviews/movers/mcwhite-s-north-american-in-prescott-vly-az-35005235,928-772-9854,AZ,"Principal: Mr. Jerry A. McCabe, President",,18-Mar-02,navl@mcwhites.com,,A+,navl@mcwhites.com,,"Mr. Jerry A. McCabe, President",Corporation,Moving & Storage Company,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.checkmatemovers.net,Chicago,"Checkmate Movers, Inc.",60659,6/1/76,2015,http://www.bbb.org/chicago/business-reviews/movers/checkmate-movers-inc-in-chicago-il-12003408,773-539-9451,IL,"Principal: Mr. Kevin Newsom, President",,9-Nov-00,info@checkmatemovers.net,,A+,,,Business incorporated 06/09/1976 in IL,Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.a1acemovers.com,Jacksonville,"A1Ace Movers, Inc.",32225,,2007,http://www.bbb.org/north-east-florida/business-reviews/movers/a1ace-movers-inc-in-jacksonville-fl-151145837,904-220-6233,FL,,,,NULL,,,a1acemovers@gmail.com,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Mesa,5 Star Moving & Storage,85204,12/30/13,,http://www.bbb.org/phoenix/business-reviews/moving-and-storage-company/5-star-moving-storage-in-mesa-az-1000030848,915-491-7750,AZ,"Principal: Mr. Raul Smith Rawlins, President",,3-Jan-14,agigroup5star@gmail.com,Moving,A,,,"Mr. Raul Smith Rawlins, President",Corporation,Movers - Office,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.precision-movers.com,New Orleans,Precision Movers LLC,70131,4/2/13,2014,http://www.bbb.org/new-orleans/business-reviews/movers/precision-movers-llc-in-new-orleans-la-90007160,504-383-9803,LA,"Principal: Mr. Zuri Brooks, Co Owner",,8-Apr-14,movingdoneright@precision-movers.com,,A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.crownmovingstorage.com,Indianapolis,"Crown Moving & Storage, Inc.",46250,7/19/60,1998,http://www.bbb.org/indy/business-reviews/movers/crown-moving-storage-inc-in-indianapolis-in-2896,317-842-8111,IN,"Customer Contact: Mr. Brock Soutendijk, General Manager","Principal: Mr. John Weissert, President",23-Apr-08,NULL,,A+,,,"Mr. John Weissert, President",Corporation,RELOCATION SERVICE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.getyourmoveonllc.com/reviews/,Phoenix,"Get Your Move On, LLC",85034,5/14/05,2014,http://www.bbb.org/phoenix/business-reviews/movers/get-your-move-on-llc-in-phoenix-az-97007277,480-695-6621,AZ,"Principal: Mr. Peter Cresto, Marketing Director","Principal: Mr. Derek M. Greene, Member",15-Mar-07,derek@getyourmoveonllc.com,Moving,A+,nitar@carepatrol.com,,"Mr. Peter Cresto, Marketing Director",Limited Liability Company (LLC),Relocation Service,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.montgomerymovingandpiano.com,Cincinnati,"Montgomery Moving & Piano, LLC",45248,1/1/11,2014,http://www.bbb.org/cincinnati/business-reviews/movers/montgomery-moving-piano-llc-in-cincinnati-oh-90011574,513-921-6683,OH,"Principal: Mr. Charles Montgomery, Member",,24-Jan-14,NULL,"Moving, Interstate",A+,,,"Mr. Charles Montgomery, Member",Limited Liability Company (LLC),Movers,,Facebook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.cmtransfer.com,Santee,C&M Relocation Systems,92071,8/8/94,2008,http://www.bbb.org/sdoc/business-reviews/movers/c-m-relocation-systems-in-santee-ca-19005718,619-562-6111,CA,"Principal: Mr. Michael A Mahaffey, C.E.O.",,3-Sep-96,joyce@cmtransfer.com,Moving Companies,A+,aron@cmtransfer.com,,"Mr. Michael A Mahaffey, C.E.O.",Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
http://www.acemoversinc.com,Chantilly,Ace Moving & Storage Inc,20151,4/14/97,2009,http://www.bbb.org/washington-dc-eastern-pa/business-reviews/movers/ace-moving-storage-inc-in-chantilly-va-1534,703-707-9400,VA,"Customer Contact: Mr. Stanley Burke, Operations Manager","Principal: Mr. Charanjit Singh, President",1-Jun-01,info@acemoversinc.com,,A+,info@acemoversinc.com,,"Mr. Charanjit Singh, President",The number is 69019.,Corporation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
